name,lat,lon
Brentwood,40.7812,-73.2462
Brighton,43.1476,-77.5506
Brighton Beach,40.5779,-73.9596
The Bronx,40.8499,-73.8664
Brooklyn,40.6501,-73.9496
Brooklyn Heights,40.6954,-73.9938
Brownsville,40.6609,-73.9201
Buffalo,42.8865,-78.8784
Bushwick,40.6943,-73.9188
Cambria Heights,40.6946,-73.7385
Canarsie,40.6437,-73.9007
Centereach,40.8584,-73.0995
Central Islip,40.7906,-73.2018
Cheektowaga,42.9034,-78.7548
Chinatown,40.7165,-73.9962
Cicero,43.1756,-76.1194
Clay,43.1859,-76.1724
Clifton Park,42.8656,-73.771
Cohoes,42.7742,-73.7001
College Point,40.7876,-73.846
Commack,40.8429,-73.2929
Coney Island,40.5779,-73.994
Copiague,40.6815,-73.3998
Coram,40.8687,-73.0015
Corona,40.747,-73.8601
Cortland,42.6012,-76.1805
Cypress Hills,40.677,-73.8912
Deer Park,40.7618,-73.3293
Depew,42.904,-78.6922
Dix Hills,40.8048,-73.3362
Dyker Heights,40.6215,-74.0096
East Amherst,43.0184,-78.6967
East Elmhurst,40.7612,-73.8651
East Flatbush,40.6537,-73.9304
East Meadow,40.714,-73.559
East Massapequa,40.6734,-73.4365
East New York,40.6668,-73.8824
East Northport,40.8768,-73.3246
East Patchogue,40.767,-72.9962
East Setauket,40.9415,-73.1059
East Tremont,40.8454,-73.891
East Village,40.7293,-73.9874
Eastchester,40.9583,-73.8086
Eggertsville,42.9634,-78.8039
Elmhurst,40.7365,-73.8779
Elmira,42.0898,-76.8077
Elmont,40.7009,-73.7129
Emerson Hill,40.6087,-74.096
Far Rockaway,40.6054,-73.7551
Farmingville,40.8312,-73.0296
Flatbush,40.652,-73.959
Flatlands,40.6212,-73.9349
Floral Park,40.7237,-73.7048
Fordham,40.8593,-73.8985
Forest Hills,40.7162,-73.8501
Fort Hamilton,40.6187,-74.0332
Franklin Square,40.7073,-73.676
Freeport,40.6576,-73.5832
Fresh Meadows,40.7348,-73.7935
Garden City,40.7268,-73.6343
Glen Cove,40.8623,-73.6337
Glendale,40.7015,-73.8868
Gloversville,43.0528,-74.3438
Grand Island,43.0331,-78.9625
Graniteville,40.6248,-74.1485
Gravesend,40.5976,-73.9651
Great Kills,40.5543,-74.1515
Greenburgh,41.0329,-73.8429
Greenpoint,40.7237,-73.951
Harlem,40.8079,-73.9454
Harrison,40.969,-73.7126
Hauppauge,40.8257,-73.2026
Hell's Kitchen,40.765,-73.9909
Hempstead,40.7062,-73.6187
Henrietta,43.0592,-77.6122
Hicksville,40.7684,-73.5251
Hillside,40.7079,-73.7868
Holbrook,40.8123,-73.0784
Hollis,40.7134,-73.7671
Holtsville,40.8154,-73.0451
Howard Beach,40.6579,-73.8363
Huntington,40.8682,-73.4257
Huntington Station,40.8534,-73.4115
Hunts Point,40.8126,-73.884
Irondequoit,43.2134,-77.5797
Islip,40.7298,-73.2104
Ithaca,42.4406,-76.4966
Jackson Heights,40.7557,-73.8854
Jamaica,40.6915,-73.8057
Jamestown,42.097,-79.2353
Kenmore,42.9659,-78.87
Kensington,40.6462,-73.9707
Kew Gardens,40.7143,-73.831
Kings Bridge,40.8787,-73.9051
Kings Park,40.8862,-73.2573
Kingston,41.927,-73.9974
Kiryas Joel,41.342,-74.1679
Lackawanna,42.8256,-78.8234
Lake Ronkonkoma,40.8351,-73.1312
Latham,42.747,-73.759
Laurelton,40.6702,-73.7466
Levittown,40.7259,-73.5143
Lindenhurst,40.6868,-73.3734
Lockport,43.1706,-78.6903
Long Beach,40.5884,-73.6579
Long Island City,40.7448,-73.9488
Lynbrook,40.6548,-73.6718
Mamaroneck,40.9487,-73.7326
Manhattan,40.7834,-73.9662
Mariners Harbor,40.6368,-74.1588
Maspeth,40.7232,-73.9126
Massapequa,40.6807,-73.4743
Massapequa Park,40.6804,-73.4551
Mastic,40.802,-72.8409
Medford,40.8176,-73.0001
Melrose,40.8246,-73.9104
Melville,40.7934,-73.4151
Merrick,40.6629,-73.5515
Middle Village,40.7165,-73.8812
Middletown,41.4459,-74.4229
Mineola,40.7493,-73.6407
Monsey,41.1112,-74.0685
Morris Heights,40.8498,-73.9199
Morrisania,40.8293,-73.9065
Mott Haven,40.809,-73.9229
Mount Vernon,40.9126,-73.8371
Nanuet,41.0887,-74.0135
New City,41.1476,-73.9893
New Rochelle,40.9115,-73.7823
New Springville,40.5934,-74.1632
New York City,40.7143,-74.006
Newburgh,41.5034,-74.0104
Niagara Falls,43.0945,-79.0567
North Amityville,40.6976,-73.4251
North Babylon,40.7165,-73.3218
North Bay Shore,40.7362,-73.2626
North Bellmore,40.6915,-73.5335
North Massapequa,40.7009,-73.4621
North Tonawanda,43.0387,-78.8642
North Valley Stream,40.6851,-73.7018
Oceanside,40.6387,-73.6401
Ossining,41.1629,-73.8615
Oswego,43.4554,-76.5105
Ozone Park,40.6768,-73.8438
Park Slope,40.6701,-73.986
Parkchester,40.839,-73.8604
Pearl River,41.059,-74.0218
Peekskill,41.2901,-73.9204
Plainview,40.7765,-73.4674
Plattsburgh,44.6995,-73.4529
Port Chester,41.0018,-73.6657
Port Richmond,40.6332,-74.1365
Port Washington,40.8257,-73.6982
Poughkeepsie,41.7004,-73.921
Queens Village,40.7268,-73.7415
Queens,40.6815,-73.8365
Queensbury,43.3773,-73.6132
Rego Park,40.7265,-73.8526
Richmond Hill,40.6998,-73.8312
Ridgewood,40.7001,-73.9057
Rochester,43.1548,-77.6156
Rockville Centre,40.6587,-73.6412
Rome,43.2129,-75.4557
Ronkonkoma,40.8154,-73.1123
Roosevelt,40.6787,-73.589
Rosedale,40.662,-73.7354
Rossville,40.5557,-74.2135
Rotterdam,42.787,-73.971
Rye,40.9806,-73.6837
Saratoga Springs,43.0831,-73.7846
Sayville,40.7359,-73.0821
Scarsdale,41.0051,-73.7846
Schenectady,42.8142,-73.9396
Seaford,40.6659,-73.4882
Selden,40.8665,-73.0357
Sheepshead Bay,40.5912,-73.9446
Shirley,40.8015,-72.8676
Smithtown,40.8559,-73.2007
South Ozone Park,40.6701,-73.819
Springfield Gardens,40.6631,-73.7622
Spring Valley,41.1132,-74.0438
Staten Island,40.5623,-74.1399
Sunnyside,40.7398,-73.9354
Syosset,40.8262,-73.5021
Syracuse,43.0481,-76.1474
Terrace Heights,40.7215,-73.7693
Throgs Neck,40.8226,-73.8196
Tremont,40.8495,-73.9057
Troy,42.7284,-73.6918
Uniondale,40.7004,-73.5929
Unionport,40.8273,-73.8501
University Heights,40.8601,-73.9093
Utica,43.1009,-75.2327
Valley Stream,40.6643,-73.7085
Van Nest,40.8484,-73.8638
Vestal,42.0851,-76.0538
Wakefield,40.8979,-73.8524
Wantagh,40.6837,-73.5101
Washington Heights,40.8501,-73.9354
Watertown,43.9748,-75.9108
West Albany,42.6831,-73.7785
West Babylon,40.7182,-73.3543
West Hempstead,40.7048,-73.6501
West Islip,40.7062,-73.3062
West Seneca,42.8501,-78.7998
Westbury,40.7557,-73.5876
White Plains,41.034,-73.7629
Whitestone,40.7946,-73.8185
Williamsburg,40.7143,-73.9535
Woodhaven,40.6893,-73.8579
Woodmere,40.632,-73.7126
Woodrow,40.5434,-74.1976
Woodside,40.7454,-73.9054
Yonkers,40.9312,-73.8988
Akron,41.0814,-81.519
Alliance,40.9153,-81.1059
Ashland,40.8687,-82.3182
Ashtabula,41.865,-80.7898
Aurora,41.3176,-81.3454
Austintown,41.1017,-80.7645
Avon,41.4517,-82.0354
Avon Center,41.4598,-82.0196
Avon Lake,41.5053,-82.0282
Barberton,41.0128,-81.6051
Bay Village,41.4848,-81.9221
Berea,41.3662,-81.8543
Boardman,41.0242,-80.6629
Bowling Green,41.3748,-83.6513
Broadview Heights,41.3139,-81.6851
Brook Park,41.3984,-81.8046
Brunswick,41.2381,-81.8418
Canton,40.799,-81.3784
Cleveland,41.4995,-81.6954
Collinwood,41.5584,-81.5693
Cuyahoga Falls,41.1339,-81.4846
Defiance,41.2845,-84.3558
Delaware,40.2987,-83.068
Dublin,40.0992,-83.1141
East Cleveland,41.5331,-81.579
Eastlake,41.6539,-81.4504
Elyria,41.3684,-82.1077
Euclid,41.5931,-81.5268
Fairview Park,41.4414,-81.8643
Findlay,41.0442,-83.6499
Fremont,41.3503,-83.1219
Gahanna,40.0192,-82.8793
Garfield Heights,41.417,-81.606
Glenville,41.5334,-81.6174
Green,40.9459,-81.4832
Hilliard,40.0334,-83.1582
Hough,41.512,-81.6365
Hudson,41.2401,-81.4407
Kent,41.1537,-81.3579
Lakewood,41.482,-81.7982
Lima,40.7426,-84.1052
Lorain,41.4528,-82.1824
Mansfield,40.7584,-82.5154
Maple Heights,41.4153,-81.566
Marion,40.5887,-83.1285
Marysville,40.2364,-83.3671
Massillon,40.7967,-81.5215
Mayfield Heights,41.5192,-81.4579
Medina,41.1384,-81.8638
Mentor,41.6662,-81.3396
Middleburg Heights,41.3614,-81.8129
Mount Vernon,40.3934,-82.4857
New Philadelphia,40.4898,-81.4457
Newark,40.0581,-82.4013
Niles,41.1828,-80.7654
North Canton,40.8759,-81.4023
North Olmsted,41.4156,-81.9235
North Ridgeville,41.3895,-82.019
North Royalton,41.3137,-81.7246
Norwalk,41.2426,-82.6157
Oregon,41.6437,-83.4869
Painesville,41.7245,-81.2457
Parma,41.4048,-81.7229
Parma Heights,41.39,-81.7596
Perrysburg,41.557,-83.6272
Piqua,40.1448,-84.2424
Rocky River,41.4756,-81.8393
Sandusky,41.4489,-82.708
Shaker Heights,41.4739,-81.5371
Sidney,40.2842,-84.1555
Solon,41.3898,-81.4412
South Euclid,41.5231,-81.5185
Steubenville,40.3698,-80.634
Stow,41.1595,-81.4404
Streetsboro,41.2392,-81.3459
Strongsville,41.3145,-81.8357
Sylvania,41.7189,-83.713
Tallmadge,41.1014,-81.4418
Tiffin,41.1145,-83.178
Toledo,41.6639,-83.5552
Troy,40.0395,-84.2033
Twinsburg,41.3126,-81.4401
Wadsworth,41.0256,-81.7298
Warren,41.2376,-80.8184
Westerville,40.1262,-82.9291
Westlake,41.4553,-81.9179
Willoughby,41.6398,-81.4065
Wooster,40.8052,-81.9365
Youngstown,41.0998,-80.6495
Abington,40.1207,-75.1179
Allentown,40.6084,-75.4902
Allison Park,40.5595,-79.9587
Altoona,40.5187,-78.3947
Back Mountain,41.3359,-75.9963
Baldwin,40.3381,-79.9789
Bensalem,40.1046,-74.9513
Bethel Park,40.3276,-80.0395
Bethlehem,40.6259,-75.3705
Carlisle,40.2015,-77.1889
Easton,40.6884,-75.2207
Erie,42.1292,-80.0851
Harrisburg,40.2737,-76.8844
Hazleton,40.9584,-75.9746
Hermitage,41.2334,-80.4487
Johnstown,40.3267,-78.922
King of Prussia,40.0893,-75.396
Lancaster,40.0379,-76.3055
Lansdale,40.2415,-75.2838
Lebanon,40.3409,-76.4114
Levittown,40.1551,-74.8288
Limerick,40.2309,-75.5221
McKeesport,40.3478,-79.8642
Monroeville,40.4212,-79.7881
Mount Lebanon,40.3554,-80.0495
Murrysville,40.4284,-79.6976
New Castle,41.0037,-80.347
Nicetown-Tioga,40.0099,-75.1639
Norristown,40.1215,-75.3399
Penn Hills,40.5012,-79.8392
Phoenixville,40.1304,-75.5149
Pittsburgh,40.4406,-79.9959
Plum,40.5004,-79.7495
Pottstown,40.2454,-75.6496
Radnor,40.0462,-75.3599
Reading,40.3356,-75.9269
Scranton,41.4092,-75.6649
State College,40.7934,-77.86
Upper Saint Clair,40.3359,-80.0834
Wayne,40.044,-75.3877
West Mifflin,40.3634,-79.8664
Whitehall Township,40.6668,-75.4999
Wilkes-Barre,41.2459,-75.8813
Wilkinsburg,40.4417,-79.882
Williamsport,41.2412,-77.0011
Willow Grove,40.144,-75.1157
Barrington,41.7407,-71.3087
Bristol,41.677,-71.2662
Central Falls,41.8907,-71.3923
Coventry,41.7001,-71.6828
Cranston,41.7798,-71.4373
Cumberland,41.9668,-71.4328
East Providence,41.8137,-71.3701
Middletown,41.5457,-71.2914
Narragansett,41.4501,-71.4495
Newport,41.4901,-71.3128
North Kingstown,41.5501,-71.4662
North Providence,41.8501,-71.4662
Pawtucket,41.8787,-71.3826
Portsmouth,41.6023,-71.2503
Providence,41.824,-71.4128
Smithfield,41.922,-71.5495
Warwick,41.7001,-71.4162
West Warwick,41.6969,-71.5219
Westerly,41.3776,-71.8273
Woonsocket,42.0029,-71.5148
Aberdeen,45.4647,-98.4865
Brookings,44.3114,-96.7984
Mitchell,43.7094,-98.0298
Sioux Falls,43.55,-96.7003
Watertown,44.8994,-97.1151
Burlington,44.4759,-73.2121
Colchester,44.5439,-73.1479
Rutland,43.6106,-72.9726
South Burlington,44.467,-73.171
Appleton,44.2619,-88.4154
Ashwaubenon,44.4822,-88.0701
Beaver Dam,43.4578,-88.8373
Bellevue,44.4442,-87.9201
Beloit,42.5084,-89.0318
Brookfield,43.0606,-88.1065
Caledonia,42.8078,-87.9242
Cudahy,42.9597,-87.8615
De Pere,44.4489,-88.0604
Eau Claire,44.8114,-91.4985
Fitchburg,42.9608,-89.4698
Fond du Lac,43.775,-88.4388
Franklin,42.8886,-88.0384
Germantown,43.2286,-88.1104
Green Bay,44.5192,-88.0198
Greenfield,42.9614,-88.0126
Howard,44.5436,-88.0882
Janesville,42.6828,-89.0187
Kaukauna,44.278,-88.272
Kenosha,42.5847,-87.8212
La Crosse,43.8014,-91.2396
Madison,43.073,-89.4012
Manitowoc,44.0886,-87.6576
Marshfield,44.6688,-90.1718
Menasha,44.2022,-88.4465
Menomonee Falls,43.1789,-88.1173
Menomonie,44.8755,-91.9193
Mequon,43.2156,-88.03
Middleton,43.0972,-89.5043
Milwaukee,43.0389,-87.9065
Muskego,42.9058,-88.139
Neenah,44.1858,-88.4626
New Berlin,42.9764,-88.1084
North La Crosse,43.8464,-91.2482
Oak Creek,42.8858,-87.8631
Oconomowoc,43.1117,-88.4993
Onalaska,43.8844,-91.2351
Oshkosh,44.0247,-88.5426
Pleasant Prairie,42.5531,-87.9334
Racine,42.7261,-87.7828
River Falls,44.8614,-92.6238
Sheboygan,43.7508,-87.7145
South Milwaukee,42.9106,-87.8606
Stevens Point,44.5236,-89.5746
Sun Prairie,43.1836,-89.2137
Superior,46.7208,-92.1041
Watertown,43.1947,-88.729
Waukesha,43.0117,-88.2315
Wausau,44.9591,-89.6301
Wauwatosa,43.0495,-88.0076
West Allis,43.0167,-88.007
West Bend,43.4253,-88.1834
Weston,44.8908,-89.5476
Wisconsin Rapids,44.3836,-89.8174
Weirton,40.419,-80.5895
Weirton Heights,40.4084,-80.5392
Wheeling,40.064,-80.7209
Ansonia,41.3462,-73.079
Bloomfield,41.8265,-72.7301
Bridgeport,41.1792,-73.1894
Bristol,41.6718,-72.9493
Branford,41.2795,-72.8151
Cheshire,41.499,-72.9007
Fillmore,34.3992,-118.9182
Buckeye,33.3703,-112.5838
Bullhead City,35.1478,-114.5683
Casa Grande,32.8795,-111.7574
Casas Adobes,32.3234,-110.9951
Catalina Foothills,32.2978,-110.9187
Chandler,33.3062,-111.8412
Deer Valley,33.6839,-112.1349
Douglas,31.3446,-109.5453
Drexel Heights,32.1412,-111.0284
El Mirage,33.6131,-112.3246
Eloy,32.7559,-111.5548
Flagstaff,35.1981,-111.6513
Florence,33.0314,-111.3873
Flowing Wells,32.294,-111.0098
Fortuna Foothills,32.6578,-114.4119
Fountain Hills,33.6117,-111.7174
Gilbert,33.3528,-111.789
Glendale,33.5386,-112.186
Goodyear,33.4353,-112.3582
Green Valley,31.8542,-110.9937
Kingman,35.1894,-114.053
Lake Havasu City,34.4839,-114.3224
Marana,32.4367,-111.2254
Maricopa,33.0581,-112.0476
Maryvale,33.502,-112.1776
Mesa,33.4223,-111.8226
Nogales,31.3404,-110.9342
Oro Valley,32.3909,-110.9665
Payson,34.2309,-111.3251
Peoria,33.5806,-112.2374
Phoenix,33.4484,-112.074
Prescott,34.54,-112.4685
Prescott Valley,34.61,-112.3157
Queen Creek,33.2487,-111.6343
Rio Rico,31.4715,-110.9765
Sahuarita,31.9576,-110.9556
San Luis,32.487,-114.7822
Scottsdale,33.5092,-111.899
Sierra Vista,31.5545,-110.3037
Somerton,32.5964,-114.7097
Sun City,33.5975,-112.2718
Sun City West,33.662,-112.3413
Surprise,33.6306,-112.3332
Tanque Verde,32.2517,-110.7373
Tempe,33.4148,-111.9093
Tempe Junction,33.4142,-111.9435
Tucson,32.2217,-110.9265
Yuma,32.7253,-114.6244
Adelanto,34.5828,-117.4092
Agoura,34.1431,-118.7379
Agoura Hills,34.1364,-118.7745
Alameda,37.771,-122.2609
Albany,37.8869,-122.2978
Alhambra,34.0953,-118.127
Aliso Viejo,33.565,-117.7271
Altadena,34.1897,-118.1312
Alum Rock,37.366,-121.8272
American Canyon,38.1749,-122.2608
Anaheim,33.8353,-117.9145
Antelope,38.7082,-121.33
Antioch,38.0049,-121.8058
Apple Valley,34.5008,-117.1859
Arcadia,34.1397,-118.0353
Arroyo Grande,35.1186,-120.5907
Artesia,33.8658,-118.0831
Arvin,35.2091,-118.8284
Ashland,37.6946,-122.1138
Atascadero,35.4894,-120.6707
Atwater,37.3477,-120.6091
Avocado Heights,34.0361,-117.9912
Azusa,34.1336,-117.9076
Bakersfield,35.3733,-119.0187
Baldwin Park,34.0853,-117.9609
Banning,33.9256,-116.8764
Barstow,34.8986,-117.0228
Barstow Heights,34.8697,-117.0562
Bay Point,38.0291,-121.9616
Beaumont,33.9295,-116.9772
Bell,33.9775,-118.187
Bell Gardens,33.9653,-118.1515
Bellflower,33.8817,-118.117
Belmont,37.5202,-122.2758
Benicia,38.0494,-122.1586
Berkeley,37.8716,-122.2728
Beverly Hills,34.0736,-118.4004
Bloomington,34.0703,-117.3959
Blythe,33.6103,-114.5964
Bostonia,32.8076,-116.9364
Boyle Heights,34.0339,-118.2054
Brawley,32.9787,-115.5303
Brea,33.9167,-117.9001
Brentwood,37.9319,-121.6958
Buena Park,33.8675,-117.9981
Burbank,34.1808,-118.309
Burlingame,37.5841,-122.3661
Calabasas,34.1578,-118.6384
Calexico,32.679,-115.4989
Camarillo,34.2164,-119.0376
Cameron Park,38.6688,-120.9872
Campbell,37.2872,-121.95
Canoga Park,34.2011,-118.5981
Canyon Country,34.4233,-118.472
Carlsbad,33.1581,-117.3506
Carmichael,38.6171,-121.3283
Carson,33.8314,-118.282
Castaic,34.4889,-118.6229
Castro Valley,37.6941,-122.0864
Cathedral City,33.7797,-116.4653
Ceres,37.5949,-120.9577
Cerritos,33.8584,-118.0648
Chatsworth,34.2572,-118.6012
Chico,39.7285,-121.8375
Chinatown,37.7966,-122.4086
Chino,34.0122,-117.6889
Chino Hills,33.9938,-117.7589
Chowchilla,37.123,-120.2602
Chula Vista,32.64,-117.0842
Citrus Heights,38.7071,-121.2811
Claremont,34.0967,-117.7198
Clearlake,38.9582,-122.6264
Clovis,36.8252,-119.7029
Coachella,33.6803,-116.1739
Coalinga,36.1397,-120.3602
Colton,34.0739,-117.3136
Compton,33.8959,-118.2201
Concord,37.978,-122.0311
Corcoran,36.098,-119.5604
Corona,33.8753,-117.5664
Coronado,32.6859,-117.1831
Costa Mesa,33.6411,-117.9187
Covina,34.09,-117.8903
Cudahy,33.9606,-118.1854
Culver City,34.0211,-118.3965
Cupertino,37.323,-122.0322
Cypress,33.817,-118.0373
Daly City,37.7058,-122.4619
Dana Point,33.467,-117.6981
Danville,37.8216,-122.0
Davis,38.5449,-121.7405
Delano,35.7688,-119.247
Desert Hot Springs,33.9617,-116.5035
Diamond Bar,34.0286,-117.8103
Dinuba,36.5433,-119.3871
Dixon,38.4455,-121.8233
Downey,33.94,-118.1326
Duarte,34.1394,-117.9773
Dublin,37.7022,-121.9358
East Rancho Dominguez,33.8981,-118.1954
East Hemet,33.74,-116.9389
East Los Angeles,34.0239,-118.172
East Palo Alto,37.4688,-122.1411
El Cajon,32.7948,-116.9625
El Centro,32.792,-115.563
El Cerrito,37.9158,-122.3116
El Dorado Hills,38.6857,-121.0822
El Monte,34.0686,-118.0276
El Segundo,33.9192,-118.4165
Elk Grove,38.4088,-121.3716
Encinitas,33.037,-117.292
Encino,34.1592,-118.5012
Escondido,33.1192,-117.0864
Fair Oaks,38.6446,-121.2722
Fairfield,38.2494,-122.04
Fallbrook,33.3764,-117.2512
Florin,38.496,-121.4088
Folsom,38.678,-121.1761
Fontana,34.0922,-117.435
Foothill Farms,38.6788,-121.3511
Foster City,37.5585,-122.2711
Fountain Valley,33.7092,-117.9537
Fremont,37.5483,-121.9886
Fresno,36.7477,-119.7724
Fullerton,33.8703,-117.9253
Galt,38.2546,-121.3
Garden Grove,33.7739,-117.9414
Gardena,33.8884,-118.309
Gilroy,37.0058,-121.5683
Glen Avon,34.0117,-117.4848
Glendale,34.1425,-118.2551
Glendora,34.1361,-117.8653
Goleta,34.4358,-119.8276
Granite Bay,38.7632,-121.1638
Greenfield,36.3208,-121.2438
Hacienda Heights,33.9931,-117.9687
Hanford,36.3274,-119.6457
Hawthorne,33.9164,-118.3526
Hayward,37.6688,-122.0808
Hemet,33.7476,-116.9731
Hercules,38.0171,-122.2886
Hermosa Beach,33.8622,-118.3995
Hesperia,34.4264,-117.3009
Highland,34.1283,-117.2086
Hollister,36.8524,-121.4016
Hollywood,34.0983,-118.3267
Huntington Beach,33.6603,-117.9992
Huntington Park,33.9817,-118.2251
Imperial,32.8476,-115.5694
Imperial Beach,32.5839,-117.1131
Indio,33.7207,-116.2168
Inglewood,33.9617,-118.3531
Irvine,33.6695,-117.8231
Isla Vista,34.4133,-119.861
Koreatown,34.0578,-118.3009
La Cañada Flintridge,34.1992,-118.1878
La Habra,33.932,-117.9462
La Jolla,32.8473,-117.2742
La Mesa,32.7678,-117.0231
La Mirada,33.9172,-118.012
La Palma,33.8464,-118.0467
La Presa,32.7081,-116.9972
La Puente,34.02,-117.9495
La Quinta,33.6634,-116.31
La Verne,34.1008,-117.7678
Ladera Ranch,33.5709,-117.6356
Lafayette,37.8858,-122.118
Laguna,38.421,-121.4238
Laguna Beach,33.5422,-117.7831
Laguna Hills,33.6125,-117.7128
Laguna Niguel,33.5225,-117.7076
Laguna Woods,33.6103,-117.7253
Lake Elsinore,33.6681,-117.3273
Lake Forest,33.647,-117.6892
Lakeside,32.8573,-116.9222
Lakewood,33.8536,-118.134
Lamont,35.2597,-118.9143
Lancaster,34.698,-118.1367
Lathrop,37.8227,-121.2766
Lawndale,33.8872,-118.3526
Lemon Grove,32.7426,-117.0314
Lemoore,36.3008,-119.7829
Lennox,33.9381,-118.3526
Lincoln,38.8916,-121.293
Linda,39.1277,-121.5508
Live Oak,36.9836,-121.9805
Livermore,37.6819,-121.768
Lodi,38.1302,-121.2724
Loma Linda,34.0484,-117.2612
Lomita,33.7922,-118.3151
Lompoc,34.6392,-120.4579
Long Beach,33.767,-118.1892
Los Altos,37.3852,-122.1141
Los Angeles,34.0522,-118.2437
Los Banos,37.0583,-120.8499
Los Gatos,37.2266,-121.9747
Lynwood,33.9303,-118.2115
Madera,36.9613,-120.0607
Manhattan Beach,33.8847,-118.4109
Manteca,37.7974,-121.216
Marina,36.6844,-121.8022
Martinez,38.0194,-122.1341
Maywood,33.9867,-118.1854
Mead Valley,33.8334,-117.2962
Menifee,33.7284,-117.1464
Menlo Park,37.4538,-122.1822
Merced,37.3022,-120.483
Millbrae,37.5986,-122.3872
Milpitas,37.4283,-121.9066
Jurupa Valley,33.9925,-117.5164
Mira Mesa,32.9156,-117.1439
Mission District,37.7599,-122.4191
Mission Viejo,33.6,-117.672
Modesto,37.6391,-120.9969
Monrovia,34.1481,-117.999
Montclair,34.0775,-117.6898
Montebello,34.0095,-118.1054
Monterey,36.6002,-121.8947
Monterey Park,34.0625,-118.1228
Moorpark,34.2856,-118.882
Moraga,37.8349,-122.1297
Moreno Valley,33.9375,-117.2306
Morgan Hill,37.1305,-121.6544
Mountain View,37.386,-122.0838
Murrieta,33.5539,-117.2139
Napa,38.2971,-122.2855
National City,32.6781,-117.0992
Newark,37.5297,-122.0402
Newport Beach,33.6189,-117.929
Nipomo,35.0428,-120.476
Norco,33.9311,-117.5487
North Highlands,38.6857,-121.3722
North Hollywood,34.1722,-118.379
Northridge,34.2283,-118.5368
Norwalk,33.9022,-118.0817
Novato,38.1074,-122.5697
Oakdale,37.7666,-120.8472
Oakland,37.8044,-122.2708
Oakley,37.9974,-121.7124
Oceanside,33.1959,-117.3795
Oildale,35.4197,-119.0196
Ontario,34.0633,-117.6509
Orange,33.7878,-117.8531
Orangevale,38.6785,-121.2258
Orcutt,34.8653,-120.436
Orinda,37.8772,-122.1797
Oroville,39.5139,-121.5578
Oxnard,34.1975,-119.177
Pacifica,37.6138,-122.4869
Pacific Grove,36.6177,-121.9166
Palm Desert,33.7226,-116.377
Palm Springs,33.8303,-116.5453
Palmdale,34.5794,-118.1165
Palo Alto,37.4419,-122.143
Paradise,39.7596,-121.6219
Paramount,33.8895,-118.1598
Parlier,36.6116,-119.5271
Pasadena,34.1478,-118.1445
Paso Robles,35.6266,-120.691
Patterson,37.4716,-121.1297
Perris,33.7825,-117.2286
Petaluma,38.2324,-122.6366
Pico Rivera,33.9831,-118.0967
Pinole,38.0044,-122.2989
Pittsburg,38.028,-121.8847
Placentia,33.8722,-117.8703
Pleasant Hill,37.948,-122.0608
Pleasanton,37.6624,-121.8747
Pomona,34.0553,-117.7523
Port Hueneme,34.1478,-119.1951
Porterville,36.0652,-119.0168
Poway,32.9628,-117.0359
Prunedale,36.7758,-121.6697
Ramona,33.0417,-116.8681
Rancho Cordova,38.5891,-121.3027
Rancho Cucamonga,34.1064,-117.5931
Rancho Mirage,33.7397,-116.4128
Rancho Palos Verdes,33.7445,-118.387
Rancho Penasquitos,32.9595,-117.1153
Rancho San Diego,32.7473,-116.9353
Rancho Santa Margarita,33.6409,-117.6031
Redlands,34.0556,-117.1825
Redondo Beach,33.8492,-118.3884
Redwood City,37.4852,-122.2364
Reedley,36.5963,-119.4504
Rialto,34.1064,-117.3703
Richmond,37.9358,-122.3478
Ridgecrest,35.6225,-117.6709
Rio Linda,38.691,-121.4486
Ripon,37.7416,-121.1244
Riverbank,37.736,-120.9355
Riverside,33.9534,-117.3962
Rocklin,38.7907,-121.2358
Rohnert Park,38.3396,-122.7011
Rosamond,34.8641,-118.1634
Rosemead,34.0806,-118.0728
Rosemont,38.5518,-121.3647
Roseville,38.7521,-121.288
Rowland Heights,33.9761,-117.9053
Rubidoux,33.9961,-117.4056
Sacramento,38.5816,-121.4944
Salinas,36.6777,-121.6555
San Bernardino,34.1083,-117.2898
San Bruno,37.6305,-122.4111
San Carlos,37.5072,-122.2605
San Clemente,33.427,-117.612
San Diego,32.7157,-117.1647
San Dimas,34.1067,-117.8067
San Fernando,34.282,-118.439
San Francisco,37.7749,-122.4194
San Gabriel,34.0961,-118.1058
San Jacinto,33.7839,-116.9586
San Jose,37.3394,-121.895
San Juan Capistrano,33.5017,-117.6626
San Leandro,37.7249,-122.1561
San Lorenzo,37.681,-122.1244
San Luis Obispo,35.2828,-120.6596
San Marcos,33.1434,-117.1661
San Mateo,37.563,-122.3255
San Pablo,37.9622,-122.3455
San Pedro,33.7358,-118.2923
San Rafael,37.9735,-122.5311
San Ramon,37.7799,-121.978
Sanger,36.708,-119.556
Santa Ana,33.7456,-117.8678
Santa Barbara,34.4208,-119.6982
Santa Clara,37.3541,-121.9552
Santa Clarita,34.3917,-118.5426
Santa Cruz,36.9741,-122.0308
Santa Fe Springs,33.9472,-118.0854
Santa Maria,34.953,-120.4357
Santa Monica,34.0195,-118.4914
Santa Paula,34.3542,-119.0593
Santa Rosa,38.4405,-122.7144
Santee,32.8384,-116.9739
Saratoga,37.2638,-122.023
Seal Beach,33.7414,-118.1048
Seaside,36.6111,-121.8516
